,0,1,2,3,4
8880,化工：上游油价震荡 下游需求拉动 化工将阳春三月,中投证券,侯宏森,看好,2010-02-22
8881,化工：石化化工周报 油价反弹至80美元 继续推荐氨纶行业,国信证券,李晨 邱伟 严蓓娜 张栋梁 ,推荐,2010-02-22
8882,电力：非经常因素促电量超预期,安信证券,张龙  诸勤秒 ,同步大市,2010-02-22
8883,金融：行业研究-银行业 央行2010年第二次上调准备金率点评,东北证券,唐亚韫,优于大势,2010-02-22
8884,旅游酒店：虎气冲天 春节旅游市场火爆,联合证券,吴红光 李珊珊 耿邦昊 ,增持,2010-02-22
8885,金融：央行再次上调准备金率对上市银行影响偏负面,大通证券,张炎,无,2010-02-22
8886,钢铁：钢铁周报（0208-0214） 宝钢上调3 月份碳钢出厂价格,天相投顾,--,增持,2010-02-22
8887,有色金属： 有色金属行业周报,齐鲁证券,李莉 于剑 ,中性,2010-02-22
8888,医疗保健：节后大盘表现或成影响医药板块投资的重要因素,东海证券,袁舰波、屈�i、张飞、李惜浣,无,2010-02-22
8889,建材：水泥行业周报（100208-100219） 静待需求恢复,金元证券,--,无,2010-02-22
8890,公用事业：能源市场周评 随着基本面的收紧 时间价差的走强推动价格上涨,高华证券,--,无,2010-02-22
8891,地产：地产  年内第二次上调存款准备金率,齐鲁证券,程娇翼,推荐,2010-02-22
8892,汽车：汽车  丰田召回事件对汽车行业影响简析,平安证券,余兵 王德安 ,买入,2010-02-22
8893,地产：保险资金不得直接投资房地产预期之外的短期利空,天相投顾,刘义 石磊 ,增持,2010-02-22
8894,旅游酒店：旅游  春节黄金周旅游数据快评 人均旅游支出强劲增长 为全年快速增长奠定良好基础,国信证券,廖绪发 刘智景 ,谨慎推荐,2010-02-22
8895,商业零售：商贸零售100222 八虎将 虎年生威,联合证券,吴红光 耿邦昊 李珊珊 ,增持,2010-02-22
8896,有色金属：春节期间 镍铜领涨外盘,天相投顾,--,增持,2010-02-22
8897,煤炭石油：2010 年2 月月报,东北证券,王伟纲,优于大势,2010-02-22
8898,钢铁：钢铁行业 节后将迎来成本推动型钢价上涨,东海证券,吴培文 桂长元 ,无,2010-02-22
8899,有色金属：有色金属行业信息周报,联合证券,叶洮 王茜 张勇 ,中性,2010-02-22
8900,半导体、电子设备：TMT行业研究周报-2010年第2期 总第2期,东海证券,康志毅 刘深 李军政 郑永双 ,无,2010-02-22
8901,煤炭石油：煤炭行业周报（100209-100222） 秦皇岛煤价继续大幅回落 电厂存煤上升至16天,长江证券,虞亚新,看好,2010-02-22
8902,交通运输：航空  春运黄金周航空客运录得喜人增,联合证券,李军,增持,2010-02-22
8903,建材：春节期间水泥价格平稳,山西证券,--,无,2010-02-22
8904,金融：再提存款准备金对房地产行业影响点评,民生证券,--,中性,2010-02-22
8905,金融：短期打压银行股 不改长期趋势,渤海证券,张继袖,买入,2010-02-22
8906,煤炭石油：煤炭行业周报（20100208-20100222） 主产地煤价稳定 中转地库升价跌,东兴证券,谭可,中性,2010-02-22
8907,旅游酒店： 行业研究-社会服务业100222 虎气冲天 春节黄金周旅游市场火爆-2010春节黄金周数据点评（增持）,联合证券,吴红光 李珊珊 耿邦昊 ,增持,2010-02-22
8908,钢铁：钢价企稳迹象显现,广发证券,冯刚勇,买入,2010-02-22
8909,地产：春节因素致人气跌至谷底 后期成交量将上升,第一创业,陈晓波,无,2010-02-22
8910,半导体、电子设备：IT 行业每日快报,天相投顾,刘晓冬,无,2010-02-22
8911,金融：短期打压银行股 不改长期趋势――银行业上调存款准备金率点评,渤海证券,张继袖,买入,2010-02-22
8912,旅游酒店：虎年春色倍暖人黄金周增速创新高,中投证券,曾光,看好,2010-02-22
8913,信息科技：中国电信行业 WCDMA用户净增情况令人失望,瑞银证券,王进�Q 李文琳 ,无,2010-02-22
8914,机械制造： 机械行业 铁路投资开局消除市场对相关机械需求放缓的担心,宏源证券,杜朴,增持,2010-02-22
8915,建材：水泥  春节过后 水泥需求月内逐步回暖20100222,光大证券,陈浩武,买入,2010-02-22
8916,金融：银行  再次上调准备金率 旨在收缩流动性,长城证券,吴小玲,推荐,2010-02-22
8917,钢铁：钢铁行业周报 现货继续确认底部,长江证券,刘元瑞,看好,2010-02-22
8918,有色金属：继续关注稀土钼产品价格,天相投顾,杨晓雷 张方 ,增持,2010-02-22
8919,煤炭石油：煤炭行业报告（2010.2.8-2010.2.21）――秦皇岛煤价继续下跌产煤地煤价平稳,第一创业,练伟 巨国贤 ,中性,2010-02-22
8920,日常消费品：农业行业点评,大通证券,张喜,增持,2010-02-22
8921,金融：银行业 操作性更强 灵活性更,第一创业,陈曦,推荐,2010-02-22
8922,医疗保健：医药  2010年 医药商业集中度加速 并购重组可期,光大证券,姚杰,增持,2010-02-22
8923,金融：货币政策基调不变 金融创新利好银行,光大证券,沈维 冯钦远 ,买入,2010-02-22
8924,有色金属： 有色金属行业周报（100208-100219）,渤海证券,靳海明,无,2010-02-22
8925,商业零售：经营环境趋改善 多元发展寻突破,银河证券,陈雷,谨慎推荐,2010-02-22
8926,钢铁：钢铁行业 调整接近尾声 市场酝酿反弹――价格周报2010年第6期（2010.02.08-2010.02.12）,山西证券,刘俊清,中性,2010-02-22
8927,建材：静待需求恢复,金元证券,王昕,无,2010-02-22
8928,金融：银行业 货币政策连续微调 银行股将蹒跚前行,中信建投,杨荣 魏涛 ,增持,2010-02-22
8929,煤炭石油：美元利好 油价或降,湘财证券,余炜彬,无,2010-02-22
8930,造纸印刷包装：造纸行业 欧盟对华铜版纸反倾销点评,银河证券,张迪,无,2010-02-22
8931,公用事业： 新能源行业周刊（2010年第05期）,长城证券,周涛 徐超 ,无,2010-02-22
8932,金融：银行业 对冲外汇占款和管理通胀预期,联合证券,吴松凯,增持,2010-02-22
8933,电力：1月用电量高增长,银河证券,邹序元,谨慎推荐,2010-02-22
8934,煤炭石油：煤炭行业周报 进入淡季 动力煤价格回调,山西证券,张红兵,看好,2010-02-22
8935,地产：中国 开发商 紧缩加大行业风险下调目标价 重估风险回报调整选股建议（摘要）,高华证券,王逸 孙贤兵 骆昀婷 李薇 ,无,2010-02-22
8936,有色金属：四大主线把握反弹机会,中信建投,张芳 郭晓露 ,中性,2010-02-21
8937,旅游酒店：2010年春节黄金周旅游数据点评,国金证券,毛峥嵘,增持,2010-02-21
8938,日常消费品：食品饮料 加强食品安全监督管理 促进产业升级,安信证券,李铁,同步大市,2010-02-21
8939,化工：石油化工产品价格周报100221期,国联证券,--,无,2010-02-21
8940,金融：对冲外汇占款和管理通胀预期,联合证券,吴松凯,增持,2010-02-21
8941,工业综合：军工行业 增长确定的新战略产业,中信建投,冯福章 高晓春 ,增持,2010-02-21
8942,钢铁：不锈钢价短期继续上涨的概率较大,国都证券,王招华,推荐,2010-02-21
8943,旅游酒店：春节黄金周旅游接待再创新高,广发证券,王鼎,买入,2010-02-21
8944,金融：行业近期政策点评,广发证券,余晓宜 沐华 ,买入,2010-02-21
8945,金融：银行业研究简报,国金证券,张英  陈建刚 李伟奇 ,增持,2010-02-21
8946,钢铁：钢铁行业周报（100208-100221）,国都证券,王招华,推荐,2010-02-21
8947,有色金属：有色金属行业 四大主线把握反弹机会,中信建投,张芳,中性,2010-02-21
8948,地产：房地产行业周报（100207-100220）,长江证券,苏雪晶,看好,2010-02-21
8949,交通运输：海运行业 集装箱运价接近历史高点,长江证券,吴云英,中性,2010-02-21
8950,公用事业：碳金融发展前景广阔,英大证券,卢小兵,无,2010-02-20
8951,商业零售：-2010 年春节黄金周社消零售情况简评,天相投顾,--,增持,2010-02-20
8952,钢铁：钢铁行业研究简报,国金证券,--,增持,2010-02-19
8953,地产：地产  1月70大中城市房价指数点评 住宅价格增幅放缓,光大证券,翁非玉 赵强 徐军平 ,无,2010-02-12
8954,机械制造：2010年2月宇航及防务行业投资策略 以业绩为准绳 自下而上精选标的,上海证券,魏成钢,中性,2010-02-12
8955,电气设备：每周行业公司报告精选（2010.2.8-12）,银河证券,沈文春,推荐,2010-02-12
8956,服装纺织：春节后氨纶价格有望再次上调 3000 元每吨,湘财证券,--,买入,2010-02-12
8957,半导体、电子设备：电子元器件行业周报,东吴证券,孙聪,无,2010-02-12
8958,金融：银行业 利率周期中的银行股,中信建投,魏涛 杨荣 ,增持,2010-02-12
8959,金融： 银行业 信贷和M1高增长源于贷款表内化和低基数,国信证券,邱志承 黄飙 ,谨慎推荐,2010-02-12
8960,机械制造：2010年2月宇航及防务行业投资策略 以业绩为准绳 自下而上精选标的,上海证券,魏成钢,中性,2010-02-12
8961,金融：银行   M1增速创新高 存款活期化趋势延续�D�D银行业1月月报,渤海证券,张继袖,买入,2010-02-12
8962,日常消费品：食品饮料 1月食品涨价未超预期 2月继续看好,东兴证券,刘家伟 王昕 ,看好,2010-02-11
8963,金融：根据风险回报分析 将首选股转为中国太保A 股,高华证券,徐然,无,2010-02-11
8964,金融：信贷规模合理 关注存贷款期限结构,银河证券,叶云燕,谨慎推荐,2010-02-11
8965,金融：存款继续活化 议价能力逐步体现,联合证券,吴松凯,增持,2010-02-11
8966,商业零售：中国 零售 在通胀环境下  谁是中国消费品行业的赢家？,高华证券,--,无,2010-02-11
8967,汽车：1 月我国汽车销量同比增长124%,中银国际,王玉笙,买入,2010-02-11
8968,金融：银行业 信贷规模合理 关注存贷款期限结构,银河证券,叶云燕,推荐,2010-02-11
8969,金融：银行  存款继续活化 议价能力逐步体现,联合证券,吴松凯,增持,2010-02-11
8970,半导体、电子设备：节能减排行业 照明节能 投资LED正当其时,财富证券,邹建军,推荐,2010-02-11
8971,地产：地产1月数据简评 房价上涨依旧较快,江海证券,石维坚,中性,2010-02-11
8972,医疗保健：每日医药晨报（2010-02-11）,国联证券,--,无,2010-02-11
8973,汽车：1月我国汽车销量同比增长124%,中银国际,王玉笙,无,2010-02-11
8974,信息科技：电信行业点评,大通证券,程思琦,中性,2010-02-11
8975,信息科技：三网融合 组建国家级广电公司势在必行,民生证券,--,无,2010-02-11
8976,日常消费品：食品饮料行业 1月食品涨价未超预期 2月继续看好,东兴证券,刘家伟 王昕 ,看好,2010-02-11
8977,有色金属：铜铝下跌 铅锌小涨,大通证券,赵彦辉,中性,2010-02-11
8978,建材：建材  此宏调非彼宏调 我们看好行业,光大证券,陈浩武,买入,2010-02-11
8979,金融：银行业1月信贷数据点评 开年信贷控制效果较好,齐鲁证券,程娇翼,推荐,2010-02-11
8980,汽车：汽车  1月汽车销量数据点评,民生证券,--,无,2010-02-11
8981,钢铁：钢铁周报 节后下游需求转强并非海市蜃楼,莫尼塔,孙枫,无,2010-02-10
8982,有色金属：有色金属 钼行业集中度有望进一步提高,东北证券,诸利达,优于大势,2010-02-10
8983,日常消费品：天相食品饮料行业草根调研报告,天相投顾,王爽,增持,2010-02-10
8984,地产：房地产行业周报 楼市成交仍较为平淡,银河证券,潘玮 丁文 ,谨慎推荐,2010-02-10
8985,汽车：行业早间速递――原材料与机械装备行业100210,民族证券,--,推荐,2010-02-10
8986,煤炭石油：中转地煤价加速下跌 煤炭股现买点,大同证券,于宏,看好,2010-02-10
8987,日常消费品：农业行业点评,大通证券,张喜,增持,2010-02-10
8988,电力：我国海上风电发展有望提速――国家能源局发布海上风电开发管理暂行办法点评,渤海证券,李新渠,买入,2010-02-10
8989,交通运输：行业早间速递――交通运输能源TMT行业20100210,民族证券,王晓艳 李晶 韦玮 张凯 ,推荐,2010-02-10
8990,钢铁：节后下游需求转强并非海市蜃楼,莫尼塔,孙枫,无,2010-02-10
8991,汽车：汽车及配件 超预期销量下期待价值回归,天相投顾,庞云川 李孟海 单丹 ,增持,2010-02-10
8992,有色金属：美元上涨中场休息有色股酝酿技术反弹,世纪证券,周宠,中性,2010-02-10
8993,工业综合：工业机械月报 产量维持高位 出口复苏确立,国信证券,黄海培 余爱斌 ,谨慎推荐,2010-02-10
8994,有色金属：包头稀土收储明确 期待产业规划出台,联合证券,叶洮,中性,2010-02-10
8995,金融：钼行业 钼行业准入条件征求意见稿对相关公司构成利好,国元证券,姚春雷,推荐,2010-02-10
8996,有色金属：钼行业准入条件意见稿对相关公司构成利好,国元证券,姚春雷,推荐,2010-02-10
8997,化工： 化工 加拿大钾肥公司于中化签订钾肥合同点评,东北证券,邵振华,同步大势,2010-02-10
8998,化工：石化行业价格月报（2月） 石化中间体将出现明显分化 烯烃上涨 芳烃下跌,银河证券,李国洪,推荐,2010-02-10
8999,农药化肥：加拿大钾肥公司与中化签订钾肥合同,东北证券,邵振华,同步大势,2010-02-10
9000,钢铁：钢铁周报 节后下游需求转强并非海市蜃楼,莫尼塔,孙枫,无,2010-02-10
9001,地产：房地产行业周报 楼市成交仍较为平淡,银河证券,潘玮 丁文 ,谨慎推荐,2010-02-10
9002,有色金属：有色金属 钼行业集中度有望进一步提高,东北证券,诸利达,优于大势,2010-02-10
9003,日常消费品：天相食品饮料行业草根调研报告,天相投顾,王爽,增持,2010-02-10
9004,汽车：行业早间速递――原材料与机械装备行业100210,民族证券,--,推荐,2010-02-10
9005,有色金属：钼行业准入条件意见稿对相关公司构成利好,国元证券,姚春雷,推荐,2010-02-10
9006,汽车：1 月销量超预期 购车需求依然旺盛,东北证券,刘立喜,优于大势,2010-02-10
9007,煤炭石油：能源行业 探寻通胀周期中的赢家和输家 采用Director’s Cut估值方法（摘要）,高华证券,邵康麒 金镇星 ,无,2010-02-09
9008,建材：建筑与工程 世博会前上海建筑业上市公司有望迎来投资性机会,国元证券,包社,推荐,2010-02-09
9009,地产：地产  商品房成交周报第8期（100201-100207） 成交量普遍回落 成交价格维持高位,世纪证券,--,强于大市,2010-02-09
9010,半导体、电子设备：2009 年数据回顾,齐鲁证券,林健晖,推荐,2010-02-09
9011,交通运输： 集运运费延续涨势�D�D航运业2月第1周周报,渤海证券,马哲峰,中性,2010-02-09
9012,机械制造：船舶制造行业2009 年运行数据点评,湘财证券,刘金钵 浦俊懿 ,中性,2010-02-09
9013,地产：临近春节 成交清淡,中银国际,田世欣 周路 ,中性,2010-02-09
9014,地产：1 月份成交价涨量跌,国信证券,方焱 区瑞明  黄道立 ,推荐,2010-02-09
9015,电力：布局电力沉香股时机已到！？,第一创业,刘波 郭强 ,中性,2010-02-09
9016,钢铁：钢材市场节前显平淡,湘财证券,王攀 王丽华 ,增持,2010-02-09
9017,有色金属：金属价格反弹,大通证券,赵彦辉,中性,2010-02-09
9018,交通运输：行业早间速递――交通运输能源TMT行业20100209,民族证券,王晓艳 韦玮 李晶 张凯 ,无,2010-02-09
9019,地产：房地产周度交易数据点评 临近春节 成交清淡,中银国际,田世欣 周路 ,中性,2010-02-09
9020,地产：世博会前上海建筑业上市公司有望迎来投资性机会,国元证券,包社,推荐,2010-02-09
9021,商业零售：春节消费热潮有望成为行情催化剂,山西证券,曹玲燕,看好,2010-02-09
9022,电力：能源电力每周动态,联合证券,王爽 周衍长 ,无,2010-02-09
9023,交通运输：航空业年度数据点评,湘财证券,刘江渝 刘正 朱毅 ,增持,2010-02-09
9024,煤炭石油：煤炭行业 西山煤电涨价是催化剂 强烈建议提升煤炭股配置,光大证券,陈亮,无,2010-02-09
9025,信息科技：电信行业点评,大通证券,程思琦,无,2010-02-09
9026,电力：能源电力每周动态（2010-02-09）,联合证券,王爽 周衍长 ,无,2010-02-09
9027,地产：地产  重点城市房地产销售跟踪,国信证券,方焱 黄道立 区瑞明 ,推荐,2010-02-09
9028,地产：房地产行业周报,广发证券,花长劲 沈爱卿 ,无,2010-02-09
9029,日常消费品：消费产业早间速递（2010-02-09）,民族证券,赵大晖 涂羚波 刘晓峰 张丽华 隋阳 ,推荐,2010-02-09
9030,半导体、电子设备：电子元器件行业2010年2月行业跟踪报告 2009 年数据回顾,齐鲁证券,林健晖,推荐,2010-02-09
9031,煤炭石油：秦皇岛煤价周环比大幅下降 4%,中银国际,唐倩,买入,2010-02-09
9032,地产：成交量普遍回落 成交价格维持高位,世纪证券,金融地产小组,强于大市,2010-02-09
9033,地产：重点城市楼市销量环比略有好转,东吴证券,--,中性,2010-02-09
9034,建材：水泥产量增速平稳 淡季价格有下降趋势,国都证券,--,无,2010-02-09
9035,公用事业：新能源  碳捕捉展望 封存技术仍有疑虑 成本或具相对优势,平安证券,王凡,无,2010-02-09
9036,煤炭石油：煤炭行业 秦皇岛煤价周环比大幅下降4%,中银国际,唐倩,买入,2010-02-09
9037,交通运输：集运运费延续涨势,渤海证券,马哲峰,中性,2010-02-09
9038,地产：房地产行业成交数据周报（02.01-02.07）,齐鲁证券,涂力磊 丁晨 ,推荐,2010-02-09
9039,建材：水泥行业月报 水泥产量增速平稳 淡季价格有下降趋势,国都证券,--,推荐,2010-02-09
9040,交通运输： 行业早间速递――交通运输能源TMT行业20100208,民族证券,--,推荐,2010-02-08
9041,建材：春节临近水泥价格波澜不惊,金元证券,王昕,无,2010-02-08
9042,地产：2 月份第一周 销量回落而销售均价小幅上升,高华证券,王逸 孙贤兵 骆昀婷 李薇 ,无,2010-02-08
9043,有色金属：有色金属行业信息周报（100201-100205）,联合证券,叶洮  王茜 ,中性,2010-02-08
9044,钢铁：钢铁行业周报,广发证券,谢军 冯刚勇 马涛 ,买入,2010-02-08
9045,公用事业：新能源行业周刊,长城证券,周涛 徐超 ,无,2010-02-08
9046,日常消费品：商务部对美鸡肉采取反倾销不影响大局,湘财证券,于青青 朱毅 ,无,2010-02-08
9047,钢铁：预期转弱 风险亦在降低,联合证券,黄静 刘晓 ,增持,2010-02-08
9048,钢铁：消费疲弱 表现低迷�D�D钢铁行业周报（2月1期）,渤海证券,刘勇,买入,2010-02-08
9049,地产：土地重估值得长期关注,光大证券,翁非玉 赵强 徐军平 ,中性,2010-02-08
9050,金融：金融地产建筑建材行业早间速递（2010-02-08）,民族证券,--,无,2010-02-08
9051,化工：坚持超配 2 月份推荐东华科技,光大证券,高峥 张力扬 程磊 ,买入,2010-02-08
9052,金融：银行业 2009年新增贷款是如何分配的 2010年信贷前景如何？,高华证券,徐然  高钥群 ,中性,2010-02-08
9053,日常消费品：ICE原糖期货大幅下挫 国内农产品价格较为平稳,山西证券,张 旭 ,无,2010-02-08
9054,有色金属： 有色金属行业周报（100201-100205）,渤海证券,靳海明,买入,2010-02-08
9055,化工： 石化化工周报 原油价格振荡加剧 关注纺织上游的印染行业,国信证券,邱伟 李晨 张栋梁 严蓓娜 ,推荐,2010-02-08
9056,有色金属：海外废钛价格大幅上涨,安信证券,衡昆 章小韩 ,同步大市,2010-02-08
9057,电气设备：关注风电和节能配电设备领域存在机会,银河证券,沈文春,推荐,2010-02-08
9058,煤炭石油：煤炭行业报告（2010.2.1-2010.2.7）――各地煤价波澜不惊电厂库存持续改善,第一创业,练伟、巨国贤,中性,2010-02-08
9059,机械制造：行业早间速递――原材料与机械装备行业100208,民族证券,曹鹤 符彩霞 方炬 ,无,2010-02-08
9060,煤炭石油：年前交易冷清 煤价以稳为主,东兴证券,谭可,中性,2010-02-08
9061,交通运输：干散货宽幅振荡 集装箱节前抢运,上海证券,冀丽俊,无,2010-02-08
9062,电气设备：中国白电行业 节能标准可能会有调整,瑞银证券,周诚 潘嘉怡 ,无,2010-02-08
9063,交通运输：航运市场跟踪周报（2010.2.1~2010.2.5） 干散货宽幅振荡 集装箱节前抢运,上海证券,冀丽俊,无,2010-02-08
9064,农药化肥：纯碱价格延续上涨势头 化肥价格稳中待升,天相投顾,--,无,2010-02-08
9065,煤炭石油：煤炭价格季节性回调开始�D�D煤炭价格周报（2月2期）,渤海证券,张顺,买入,2010-02-08
9066,有色金属：短空长多 金属价格不必过度悲观,东北证券,诸利达,优于大势,2010-02-08
9067,医疗保健：重庆地区调研纪要,中投证券,李昱,看好,2010-02-08
9068,化工：大石化与周期底部小化工是重点,银河证券,李国洪,推荐,2010-02-08
9069,服装纺织：2010 年出口回暖将推动行业复苏,中投证券,孔军,看好,2010-02-08
9070,化工：化工产品周价格评论 国际尿素价格上涨,中原证券,陈恬 倪晓曼 ,无,2010-02-08
9071,煤炭石油：石油与化工行业数据周报(2010年2月8日),安信证券,谭志勇 刘军 ,无,2010-02-08
9072,有色金属：长多无惧短空,第一创业,巨国贤 李志锐 ,推荐,2010-02-08
9073,交通运输：高速公路行业周报_2010年2月1日至2月7日,东海证券,陈柏儒,推荐,2010-02-08
9074,金融：银行业 2009年新增贷款是如何分配的 2010年信贷前景如何？,高华证券,徐然 高钥群 ,无,2010-02-08
9075,机械制造：工程机械3 巨头相继发布业绩快报,湘财证券,刘金钵 浦俊懿 ,买入,2010-02-08
9076,金融：中国信贷观察(1) 2009 年新增贷款是如何分配的 2010 年信贷前景如何？,高华证券,徐然 高钥群 ,无,2010-02-08
9077,电气设备：电气设备 二月关注风电和节能配电设备领域存在机会,银河证券,沈文春,推荐,2010-02-08
9078,日常消费品：农产品价格周报2010年第5期（2010.2.1-2. 5） ICE原糖期货大幅下挫 国内农产品价格较为平稳,山西证券,张 旭 ,无,2010-02-08
9079,化工：化工行业价格周报（2010年第5期）,中原证券,李琳琳,无,2010-02-08
9080,建材：春节临近 产品价格2 月将逐渐稳定,光大证券,陈浩武,买入,2010-02-08
9081,日常消费品：大宗商品跟踪周报（2010.2.1-2010.2.5）,上海证券,朱立民 陈志斌 ,无,2010-02-08
9082,有色金属：有色金属行业周报（2010年第6期）,齐鲁证券,李莉、于剑,中性,2010-02-08
9083,煤炭石油：煤炭行业周报（100202-100208）,长江证券,虞亚新,看好,2010-02-08
9084,医疗保健：医药  关注补跌风险 布局年报行情,东海证券,袁舰波 屈�i 张飞 李惜浣 ,中性,2010-02-08
9085,金融：平稳静待行业制度创新到来,东吴证券,石慧,增持,2010-02-08
9086,医疗保健：关注补跌风险 布局年报行情,东海证券,--,中性,2010-02-08
9087,有色金属：行业月报-突如其来倒春寒 无碍金属后市暖,第一创业,巨国贤 李志锐 ,推荐,2010-02-08
9088,钢铁：钢铁行业周报 钢价开始止跌 外需继续稳步复苏,长江证券,刘元瑞,看好,2010-02-08
9089,有色金属：有色金属周报,第一创业,巨国贤 李志锐 ,推荐,2010-02-08
9090,有色金属：突如其来倒春寒 无碍金属后市暖,第一创业,巨国贤 李志锐 ,推荐,2010-02-08
9091,有色金属：有色金属跟踪报告 反弹的力量在积聚,中信建投,张芳 郭晓露 ,中性,2010-02-08
9092,医疗保健：短期影响为中性 长期发展添助力,民生证券,--,推荐,2010-02-08
9093,化工：化工产品价格周报 节前市场交易平淡 节后市场值得期待,长城证券,王刚 凌学良 ,推荐,2010-02-08
9094,化工：石油化行业投资组合报告 大石化与周期底部小化工是重点,银河证券,李国洪,推荐,2010-02-08
9095,半导体、电子设备：TMT 行业研究周报,东海证券,康志毅 刘深 ,无,2010-02-08
9096,有色金属：国内外基本金属价格继续大幅下跌,中银国际,乐宇坤,无,2010-02-08
9097,建材：建材 春节临近 产品价格2月将逐渐稳定,光大证券,陈浩武,买入,2010-02-08
9098,地产：海南土地重估值得长期关注,光大证券,翁非玉 赵强 徐军平 ,中性,2010-02-08
9099,交通运输：业绩将改善及估值较低 给予增持评级,湘财证券,刘正,增持,2010-02-08
9100,地产：节前推盘少人气减 成交续减,中投证券,李少明,中性,2010-02-08
9101,地产：行业研究-房地产100207 海南房地产市场调研快报（二）,联合证券,鱼晋华,无,2010-02-08
9102,地产：房地产 珠三角成交回落明显 环比同比皆下滑,第一创业,陈晓波,推荐,2010-02-08
9103,煤炭石油：煤炭行业周报（100201-100208） 年前交易冷清 煤价以稳为主,东兴证券,谭可,看好,2010-02-08
9104,地产：中国房地产 销量回落而销售均价小幅上升,高华证券,王逸 孙贤兵 李薇 ,无,2010-02-08
9105,信息科技：软件行业  行业继续复苏 把握主题投资�D�D软件行业2月份月报,渤海证券,崔健,买入,2010-02-08
9106,有色金属：有色金属行业深度分析报告 有色金属节后或将迎来阶段性底部,长城证券,耿诺,中性,2010-02-08
9107,交通运输：公路行业信息周报,东海证券,陈柏儒,无,2010-02-08
9108,信息科技：行业继续复苏 把握主题投资,渤海证券,崔健,买入,2010-02-08
9109,建材：水泥协会调研简报,平安证券,蔡大贵,无,2010-02-08
9110,电力：新能源行业周刊（2010年第04期）,长城证券,周涛 徐超 ,无,2010-02-08
9111,钢铁：年关渐近 市场趋于停顿 市场后市钢价将盘整,山西证券,刘俊清,看好,2010-02-08
9112,建材：节前淡季因素显现 水泥价格趋弱,中投证券,李凡  罗泽兵 ,中性,2010-02-08
9113,日常消费品：消费产业早间速递（2010-02-08）,民族证券,--,推荐,2010-02-08
9114,煤炭石油：各地煤价波澜不惊电厂库存持续改善,第一创业,练伟物巨国贤,中性,2010-02-08
9115,日常消费品：食品饮料行业周报2010年第4期,国联证券,--,优异,2010-02-07
9116,电气设备：家电行业 全年翘尾收官 短期防御为先,国都证券,--,推荐,2010-02-07
9117,金融：银行  政策面稳中有紧 继续看好行业中长期表现,光大证券,沈维,买入,2010-02-07
9118,交通运输：行业数据简摘 集装箱运输节前持续火爆,爱建证券,乐�F�D 张欣 ,无,2010-02-07
9119,地产：20100206） ―成交量大幅度下降,长江证券,苏雪晶,看好,2010-02-07
9120,农药化肥： 1月氮肥行业跟踪 价格持稳等待春耕行情,联合证券,肖晖 李辉 ,中性,2010-02-07
9121,地产：成交量大幅度下降,长江证券,苏雪晶,看好,2010-02-07
9122,信息科技：电信设备及服务 TMT长周期的繁荣,联合证券,宋利杰 王小松 ,增持,2010-02-07
9123,钢铁：通胀预期及成本上升打消钢价下跌空间,光大证券,胡皓 程杲 ,买入,2010-02-07
9124,交通运输：行业数据简摘 集装箱运输节前持续火爆,爱建证券,乐�F�D 张欣 ,无,2010-02-07
9125,钢铁：钢铁  库存上升缘起春节因素 继续关注资源股概念股,光大证券,胡皓 程杲 ,买入,2010-02-07
9126,钢铁：钢铁   09年12月钢厂库存尚处于合理水平,国都证券,王招华,推荐,2010-02-07
9127,钢铁：钢铁行业 通胀预期及成本上升打消钢价下跌空间 推荐宝钢股份太钢不锈和创兴置业,光大证券,胡皓 程杲 ,买入,2010-02-07
9128,地产：房地产 风险尚未完全释放,安信证券,徐胜利  柳世庆 ,同步大市,2010-02-07
9129,钢铁：下游建筑需求启动带动现货市场反弹,光大证券,胡皓 程杲 ,买入,2010-02-07
9130,农药化肥：价格持稳等待春耕行情,联合证券,肖晖 李辉 ,中性,2010-02-07
9131,医疗保健：医药行业2010年1月报 2009数据靓丽 2010新的征程,第一创业,梁良 巨国贤 ,推荐,2010-02-07
9132,日常消费品：食品饮料行业周报2010年第4期,国联证券,--,优异,2010-02-07
9133,日常消费品：2010年2月食品饮料行业投资组合 政商务消费品选白酒 个人消费品定乳品,银河证券,董俊峰,谨慎推荐,2010-02-06
9134,钢铁：钢铁行业研究简报,国金证券,周涛,增持,2010-02-06
9135,地产：2 月份投资策略,银河证券,潘玮 丁文 ,谨慎推荐,2010-02-06
9136,半导体、电子设备：电子元器件行业周报,东吴证券,孙聪,无,2010-02-06
9137,机械制造：世界造船业处于行业周期底部,银河证券,田书华,中性,2010-02-06
9138,家用电器：家电行业 海尔成招标最大赢家 春节刺激家电消费,东海证券,李军政,推荐,2010-02-05
9139,日常消费品：农业报告 进入政策利好期 但价格涨幅放缓削弱超额收益,莫尼塔,陈殷,无,2010-02-05
9140,钢铁：钢铁 库存高企与政策调控超预期,安信证券,任琳娜 赵志成 ,同步大市,2010-02-05
9141,服装纺织：纺织服装行业研究简报,国金证券,张斌,无,2010-02-05
9142,有色金属：美元继续走高 金属继续回落,大通证券,赵彦辉,中性,2010-02-05
9143,煤炭石油：进入合理建仓区域,东兴证券,朱丹,无,2010-02-05
9144,交通运输：港口行业09年8月数据月报,国信证券,唐建华 孙菲菲 ,谨慎推荐,2010-02-05
9145,金融：银行业快评 货币信贷政策持续紧缩的概率继续加大,莫尼塔,--,无,2010-02-05
